Class Index,Title,Description
2,Transsexual breaks new ground on womens tour,Denmark #39;s Mianne Bagger yesterday made history by becoming the first transsexual woman to earn a place on the on next year #39;s Robe di Kappa Ladies #39; European Tour.
4,Toshiba Readies 60GB Gigabeat,"Toshiba will launch three new versions of its Gigabeat hard drive-based portable music player starting in late November, the company says."
4,Problems Abound in Election System,"When Americans go to the polls in November, they will confront a voting system beset by many of the same problems that produced the bitterly disputed outcome four years ago."
4,Mac OS X Tip of the Week: Clean Up That Clutter,"Tired of the clutter on your desktop? The latest Mac OS X killer tip shows you how you can use Expos #233;, one of the coolest features of Mac OS X, to clean it up  #151; instantly. Nov 17"
2,Yakubu #39;s hat-trick settles thriller,Yakubu Ayegbeni claimed the first hat-trick of the Premiership season as Portsmouth got the better of a remarkable seven-goal battle at Fratton Park last night.
1,"Two Killed, 10 Hurt in Latest Bangladesh Blast","Two people were killed and 10 wounded in a bomb blast in northeastern Bangladesh on Sunday, in the latest of a series of attacks that have killed at least 107 people in the country since 2000, police said."
3,ATI Technologies 4th-Qtr Profit Doubles as Sales Rise (Update1),"ATI Technologies Inc., the world #39;s second-biggest maker of computer-graphics chips, said fourth- quarter net income more than doubled, helped by sales of graphics- enhanced cell phones and high-definition televisions."
2,Mathis gets the best of Delhomme again,"CHARLOTTE, NC - Kevin Mathis and Jake Delhomme were teammates together in New Orleans before going their NFL careers took turns to different destinations."
2,"Europe faces tough task in Texas, warns Biancone",The European contingent for the Breeders #39; Cup flew into Texas last night to be greeted by increasingly stormy weather and a warning that things could be extremely tough 
4,Spring Coming Earlier Than It Used To (AP),"AP - As the first signs of winter push into the Northeast, researchers have some good news for fair weather fans  #151; spring is coming earlier than it used to. The lilacs say so."
1,DA Won't Prosecute Bishop Accused of Rape,"SPRINGFIELD, Mass. - A district attorney said Monday that he would not prosecute Roman Catholic Bishop Thomas Dupre on child rape charges - despite a newly unsealed indictment in the case - because the statute of limitations has expired..."
1,"Iran May Seek to Mate Missile, Nuclear Warhead-US","&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Saul Hudson&lt;/p&gt;&lt;p&gt; MANAUS, Brazil (Reuters) - The United States has seeninformation suggesting Iran is working on the technology todeliver a nuclear warhead on a missile, Secretary of StateColin Powell said on Wednesday.&lt;/p&gt;"
4,"Microsoft Takes Aim at iTunes, iPod","Savvy marketing has helped Apple #39;s iPod and iTunes dominate the online-music market. Last month, for example, Apple and rock band U2 announced a deal to sell customized iPods."
2,"Hidalgo agrees to \$5 million, one-year contract with Texas","ANAHEIM, Calif. The Texas Rangers today reached a one-year, five (M) million dollar contract with right fielder Richard Hidalgo. Hidalgo split last season between the Houston Astros and the New York Mets."
4,Dell unveils hat trick of products,"The PC maker is gearing up for the fall with new printers, TVs and a spiced-up desktop."
4,NASA Expert Criticizes Bush on Global Warming Policy,A NASA climate expert planned to say in a lecture that a Bush administration official told him not to discuss the consequences of global warming.
3,"Ford sales off again in October, but company bullish on new &lt;b&gt;...&lt;/b&gt;","Ford Motor Co. said Wednesday new vehicle sales in October fell 5 percent from October 2003, the eighth time this year monthly sales have been below year-ago results."
1,Insurgency threatens Iraq election,"Iraq #39;s fragile political settlement appeared to be on the brink of collapse last night, with Sunnis, Shias and Kurds divided over whether elections can take place in January as planned."
1,Radcliffe shrugs off pressure,Britain's gold medal hope in the women's marathon Paula Radcliffe insists she is focused ahead of the race.
3,Report: Japan May Sanction Citibank," TOKYO (Reuters) - Japan's financial regulator may suspend  or even end some private banking operations at the Japanese  commercial banking unit of U.S. financial services firm  Citigroup Inc. due to lost customer data and questionable  securities transactions, local media said on Thursday."
2,NASCAR lifts liquor sponsorships,"UNDATED NASCAR has lifted its ban on hard-liquor ads on cars, easing restrictions aimed at cleaning up the image of a sport that traces its roots to good ol #39; boys running moonshine through the hills of Georgia and the Carolinas."
4,An Apple a day ...,"p2pnet.net News:-  quot;The iTunes music store is the key driver to establish the iPod as the Walkman of the 21st century. quot;. The words belong to Pascal Cagni, Apples European boss, and they #39;re quoted in a Sunday "
4,PeopleSoft board won't negotiate takeover with Oracle,"PeopleSoft Inc. won't discuss a sale to Oracle Corp. for a price of \$24 per share, the company's board of directors Saturday told Oracle Chief Executive Officer (CEO) Larry Ellison in a letter."
4,Virus poses as Christmas e-mail,Security firms are warning about a Windows virus disguising itself as an electronic Christmas card. The Zafi.D virus translates the Christmas greeting on its subject line into the language of the person receiving infected e-mail.
4,HP Set to Launch Latest Push Into Consumer Markets," SAN FRANCISCO (Reuters) - Hewlett-Packard Co. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=HPQ.N qtype=sym infotype=info qcat=news""&gt;HPQ.N&lt;/A&gt; on  Friday will unveil a range of products including its version of  the iPod digital music player that raises the stakes in a war  between PC and electronics makers for a spot in increasingly  digitized living rooms."
3,Stocks Set to Open Flat to a Bit Higher," NEW YORK (Reuters) - U.S. stocks appeared set to open  nearly unchanged to slightly higher on Thursday after a sharp  fall in the previous session, with oil prices easing."
4,Retaining Traffic after a Web Site Redesign,"Your site gets great traffic from search engines, and yet it needs a new design.  How can you freshen up a site without risking a decline in rankings and a loss of traffic from search engines? "
1,Suspected Mastermind Held in Pakistan (AP),"AP - Authorities have arrested a man they called the alleged mastermind of a deadly bombing near the U.S. Consulate in Karachi two years ago, but another key member of his network remains at large, a senior official said Thursday."
2,Baseball Owners' Vote on Expos Move Delayed," WASHINGTON (Sports Network) - Owners of Major League  Baseball's more than 30 teams did not vote as scheduled  Thursday on the proposed move of the Montreal Expos franchise  to Washington, DC."
4,AOL Building a Browser,"AOL Building a Browser\\Firefox seems to have reignited the browser war. First, Google made headlines when it got hold of the domain name GBrowser.com pointing towards a possible browser release from them. Now, reports are out on a possible standalone browser from the AOL stable to be simply called AOL ..."
3,Kodak Reiterates Outlook (Reuters),"Reuters - Eastman Kodak Co.  on Wednesday\backed its near and long-term profit forecasts, saying sales of\digital products, such as cameras and medical imaging, are\growing faster than expected and helping to offset rapidly\declining sales of its traditional film business."
4,Connecting with Customers through Search Market Research,"Want to learn to improve your customers' experience, pinpoint buyers' exact interests and reach prospects at every phase of the buying cycle? Look to your search logs to mine this crucial market research data."
3,"Stocks Seen Little Changed, Oil Weighs"," NEW YORK (Reuters) - Crude prices near record highs will  again mute any advance in U.S. stocks at the market's open on  Thursday, but investors will get a diversion as Google Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GOOG.O target=/stocks/quickinfo/fullquote""&gt;GOOG.O&lt;/A&gt; begins trading after its initial public offering."
2,Finland #39;s Poutiainen is tough enough,"With a fresh dusting of snow and the course bumpy and rutty, Colorado #39;s top two giant slalom skiers struggled Friday in the FIS World Cup women #39;s event."
1,Nine Japanese dead in suspected suicide pacts,"Japanese police are investigating two cases of suspected group suicide, after several people were found dead in parked cars outside the capital, Tokyo."
2,Sox clinch playoff berth,"It didnt happen at Fenway Park this year, though it was hard to believe the Red Sox werent the home team on Monday night. The "
